dataset,shot,shot_label,backbone,method,method_variant,seed,num_prototypes_per_class,prototype_init,cache_entries,compression_ratio,top1_acc,training_time_sec,inference_time_sec,images_per_second,gpu_memory_mb,rs_cpc_m_sources,prototype_init_sources,run_dir,metrics_json_path,preflight_report_path
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_medoid,2,8,medoid,240,2.0,0.8965,0.0,21.68909369967878,184.4244879655456,,metrics.M=8; metadata.M=8; run_dir.M_x=8; command.--M=8; cache_entries/num_classes=8,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_8/medoid/seed_2/20260519T105433_051c1374,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_8/medoid/seed_2/20260519T105433_051c1374/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M8_medoid_seed2_20260519T105433/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T105501/result_run_preflight_report.json
aid,16,16,remoteclip_vit_b32,rs_cpc,rs_cpc_M8_random_group_mean,2,8,random_group_mean,240,2.0,0.9335,0.0,21.669435780495405,184.5917928144852,,metrics.M=8; metadata.M=8; run_dir.M_x=8; command.--M=8; cache_entries/num_classes=8,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_2/20260519T105553_dc88f946,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_16/M_8/random_group_mean/seed_2/20260519T105553_dc88f946/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot16_M8_random_group_mean_seed2_20260519T105553/aid_remoteclip_vit_b32_rs_cpc_seed2/20260519T105628/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,3,1,mean,30,1.0,0.851,0.0,4.729169452562928,845.814479714242,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_3/20260519T131808_fe412bdd,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/mean/seed_3/20260519T131808_fe412bdd/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot1_M1_mean_seed3_20260519T131808/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T131858/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,3,1,medoid,30,1.0,0.851,0.0,4.812506302259862,831.1677427043941,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_3/20260519T131922_e881b37f,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/medoid/seed_3/20260519T131922_e881b37f/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot1_M1_medoid_seed3_20260519T131922/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T131939/result_run_preflight_report.json
aid,1,1,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,3,1,random_group_mean,30,1.0,0.851,0.0,4.764916516840458,839.4690622307771,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_3/20260519T132004_df3b2030,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_1/M_1/random_group_mean/seed_3/20260519T132004_df3b2030/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot1_M1_random_group_mean_seed3_20260519T132004/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132025/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_mean,3,1,mean,30,2.0,0.903,0.0,5.021715487353504,796.5405467660298,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=mean; metadata.prototype_init=mean; run_dir.prototype_init=mean; command.--prototype-init=mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_3/20260519T132051_d025060d,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/mean/seed_3/20260519T132051_d025060d/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_mean_seed3_20260519T132051/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132110/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_medoid,3,1,medoid,30,2.0,0.8405,0.0,5.869072332046926,681.5387123717626,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_3/20260519T132138_0f6fe4b9,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/medoid/seed_3/20260519T132138_0f6fe4b9/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_medoid_seed3_20260519T132138/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132159/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M1_random_group_mean,3,1,random_group_mean,30,2.0,0.903,0.0,4.783995888195932,836.1211199762171,,metrics.M=1; metadata.M=1; run_dir.M_x=1; command.--M=1; cache_entries/num_classes=1,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_3/20260519T132223_a4ac2ee9,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_1/random_group_mean/seed_3/20260519T132223_a4ac2ee9/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M1_random_group_mean_seed3_20260519T132223/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132243/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_medoid,3,2,medoid,60,1.0,0.8695,0.0,6.985398641787469,572.6230105282086,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=medoid; metadata.prototype_init=medoid; run_dir.prototype_init=medoid; command.--prototype-init=medoid,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_3/20260519T132312_cf27d8ce,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/medoid/seed_3/20260519T132312_cf27d8ce/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_medoid_seed3_20260519T132312/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132329/result_run_preflight_report.json
aid,2,2,remoteclip_vit_b32,rs_cpc,rs_cpc_M2_random_group_mean,3,2,random_group_mean,60,1.0,0.8695,0.0,6.918404127471149,578.1680176960263,,metrics.M=2; metadata.M=2; run_dir.M_x=2; command.--M=2; cache_entries/num_classes=2,metrics.prototype_init=random_group_mean; metadata.prototype_init=random_group_mean; run_dir.prototype_init=random_group_mean; command.--prototype-init=random_group_mean,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_3/20260519T132358_b0962de1,results/raw/aid/remoteclip_vit_b32/rs_cpc/shot_2/M_2/random_group_mean/seed_3/20260519T132358_b0962de1/metrics.json,outputs/preflight/post_run_result/aid_remoteclip_vit_b32/day4_rs_cpc_shot2_M2_random_group_mean_seed3_20260519T132358/aid_remoteclip_vit_b32_rs_cpc_seed3/20260519T132419/result_run_preflight_report.json
